type,module,sourceLine,snippet
for,19-campfire-hunting-house-extensions.js,3078,"function createForestAnimal(id,type,x,z,color){const g=new THREE.Group();g.position.set(x,0,z);worldGroup.add(g);premiumBox(1.25,.72,.55,color,0,.72,0,g);premiumBox(.55,.55,.5,color,0,1.25,.38,g);for(const ox of [-.42,.42])for(const oz of [-.18,.18])premiumBox(.16,.55,.16,0x5e432b,ox,.28,oz,g);if(type==='deer'){premiumBox(.08,.5,.08,0x5e432b,-.18,1.68,.4,g);premiumBox(.08,.5,.08,0x5e432b,.18,1.68,.4,g);}const animal={id,type,group:g,x,z,available:true,respawnAt:0};world.animals.push(animal);retu"
if,19-campfire-hunting-house-extensions.js,3079,"function startHunting(options={}){const cooldown=Math.max(0,20000-(Date.now()-Number(state.hunting.lastAttempt||0)));if(cooldown>0){toast(`A floresta precisa descansar por ${Math.ceil(cooldown/1000)} s.`,'warn');return;}if(Math.hypot(player.x+96,player.z+72)>28){toast('Siga as pegadas até a área de rastreamento.','warn');return;}state.hunting.lastAttempt=Date.now();state.hunting.tracksFound++;const trail=['Pegadas perto das pedras','Galhos mexidos à esquerda','Folhas amassadas perto da árvore'],"
else,19-campfire-hunting-house-extensions.js,3079,"function startHunting(options={}){const cooldown=Math.max(0,20000-(Date.now()-Number(state.hunting.lastAttempt||0)));if(cooldown>0){toast(`A floresta precisa descansar por ${Math.ceil(cooldown/1000)} s.`,'warn');return;}if(Math.hypot(player.x+96,player.z+72)>28){toast('Siga as pegadas até a área de rastreamento.','warn');return;}state.hunting.lastAttempt=Date.now();state.hunting.tracksFound++;const trail=['Pegadas perto das pedras','Galhos mexidos à esquerda','Folhas amassadas perto da árvore'],"
for,19-campfire-hunting-house-extensions.js,3080,"function createHuntingArea(){createSignpost(-89,-65,'Rastreamento infantil',Math.PI*.3);for(const p of [[-93,-70],[-97,-73],[-101,-75],[-104,-70]]){const mark=premiumBox(.45,.05,.7,0x634b32,p[0],.04,p[1]);mark.rotation.y=Math.random()*Math.PI;}createForestAnimal('deer-1','deer',-105,-78,0xb67945);createForestAnimal('rabbit-1','rabbit',-88,-82,0xc8b7a3);registerInteractable({id:'hunting-trail',type:'hunting',icon:'🐾',label:'Seguir rastros',x:-96,z:-72,radius:6,priority:140,action:()=>startHunting"
if,19-campfire-hunting-house-extensions.js,3083,"function extensionValid(draft){const rect={x:draft.x,z:draft.z,w:5.4,d:5.4};if(Math.abs(draft.x)>111||Math.abs(draft.z)>111)return false;if(world.hazards.some(h=>rectOverlap(rect,h,.5)))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap(rect,r,.4)))return false;if(world.houseExtensions.some(e=>rectOverlap(rect,{x:e.data.x,z:e.data.z,w:5.4,d:5.4},.35)))return false;for(const h of world.houses){if(h.id===draft.houseId)continue;if(rectOverlap(rect,{x:h.x,z:h.z,w:9,d:7},.6))return false;}return tru"
for,19-campfire-hunting-house-extensions.js,3083,"function extensionValid(draft){const rect={x:draft.x,z:draft.z,w:5.4,d:5.4};if(Math.abs(draft.x)>111||Math.abs(draft.z)>111)return false;if(world.hazards.some(h=>rectOverlap(rect,h,.5)))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap(rect,r,.4)))return false;if(world.houseExtensions.some(e=>rectOverlap(rect,{x:e.data.x,z:e.data.z,w:5.4,d:5.4},.35)))return false;for(const h of world.houses){if(h.id===draft.houseId)continue;if(rectOverlap(rect,{x:h.x,z:h.z,w:9,d:7},.6))return false;}return tru"
if,19-campfire-hunting-house-extensions.js,3084,function clearExtensionPreview(){if(extensionPreview&&worldGroup){worldGroup.remove(extensionPreview);extensionPreview.traverse?.(o=>{o.geometry?.dispose?.();if(o.material&&!Array.isArray(o.material))o.material.dispose?.();});}extensionPreview=null;extensionDraft=null;}
if,19-campfire-hunting-house-extensions.js,3085,"function renderExtensionPreview(){if(!extensionDraft)return;const d={...extensionDraft};if(extensionPreview&&worldGroup){worldGroup.remove(extensionPreview);extensionPreview.traverse?.(o=>{o.geometry?.dispose?.();if(o.material&&!Array.isArray(o.material))o.material.dispose?.();});}extensionPreview=null;extensionDraft=d;const spec=ROOM_SPECS[d.type]||ROOM_SPECS.storage,g=new THREE.Group();g.position.set(Number(d.x||0),0,Number(d.z||0));g.rotation.y=Number(d.rotation||0);worldGroup.add(g);const m="
for,19-campfire-hunting-house-extensions.js,3085,"function renderExtensionPreview(){if(!extensionDraft)return;const d={...extensionDraft};if(extensionPreview&&worldGroup){worldGroup.remove(extensionPreview);extensionPreview.traverse?.(o=>{o.geometry?.dispose?.();if(o.material&&!Array.isArray(o.material))o.material.dispose?.();});}extensionPreview=null;extensionDraft=d;const spec=ROOM_SPECS[d.type]||ROOM_SPECS.storage,g=new THREE.Group();g.position.set(Number(d.x||0),0,Number(d.z||0));g.rotation.y=Number(d.rotation||0);worldGroup.add(g);const m="
if,19-campfire-hunting-house-extensions.js,3086,"function spawnHouseExtension(data,remote=false){if(!data?.id||world.houseExtensions.some(x=>x.data.id===data.id))return;const spec=ROOM_SPECS[data.type]||ROOM_SPECS.storage,g=new THREE.Group();g.position.set(data.x,0,data.z);g.rotation.y=Number(data.rotation||0);worldGroup.add(g);premiumBox(5.2,.22,5.2,spec.color,0,.11,0,g);premiumBox(5.25,.32,.18,0xf1eadb,0,1.55,-2.51,g);premiumBox(.18,3.0,5.2,0xf1eadb,-2.51,1.5,0,g);premiumBox(.18,3.0,5.2,0xf1eadb,2.51,1.5,0,g);premiumBox(5.5,.35,5.5,shadeColo"
if,19-campfire-hunting-house-extensions.js,3089,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da "
for,19-campfire-hunting-house-extensions.js,3089,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da "
for,19-campfire-hunting-house-extensions.js,3092,"premiumBox(12,.32,3,materials.wood,-30,.34,52);registerPlatform(-30,52,12,3,.5,{pier:true});for(const z of [44.8,59.2])premiumBox(2.2,.35,.35,0xd7c7a0,-25.5,.25,z);createSignpost(-22,47,'Píer e Pesca',Math.PI/2);"
for,19-campfire-hunting-house-extensions.js,3093,"for(const [x,z,s] of [[-23.8,42.9,.75],[-26.5,42.4,.55],[-29.4,42.7,.68],[-32.2,43.1,.52],[-23.9,60.8,.68],[-27.1,61.2,.55],[-30.4,61.0,.72]]){premiumBox(1.1*s,.28*s,.8*s,materials.stone,x,.1,z);for(let i=0;i<3;i++){const reed=premiumCylinder(.035,.85+Math.random()*.35,0x4f8f42,x+(i-1)*.18,.45,z+(Math.random()-.5)*.28,worldGroup,6);reed.rotation.z=(Math.random()-.5)*.12;}}"
if,19-campfire-hunting-house-extensions.js,3096,"function restoreLifeExpansion(){for(const c of state.campfires){if(Number(c.expiresAt||0)>Date.now())spawnCampfire(c);if(c.cooking&&Number(c.cooking.endsAt||0)<=Date.now())finishCampfireCooking(c,c.cooking.id);}for(const e of state.houseExtensions)spawnHouseExtension(e);}"
for,19-campfire-hunting-house-extensions.js,3096,"function restoreLifeExpansion(){for(const c of state.campfires){if(Number(c.expiresAt||0)>Date.now())spawnCampfire(c);if(c.cooking&&Number(c.cooking.endsAt||0)<=Date.now())finishCampfireCooking(c,c.cooking.id);}for(const e of state.houseExtensions)spawnHouseExtension(e);}"
if,19-campfire-hunting-house-extensions.js,3097,"function updateLifeActivities(dt){updateShoreFishers(dt);world.activityAcc+=dt;if(world.activityAcc<.5)return;world.activityAcc=0;const now=Date.now();for(const c of [...world.campfires]){if(c.flame)c.flame.scale.y=.85+Math.sin(performance.now()*.009+c.data.x)*.18;if(c.data.cooking&&Number(c.data.cooking.endsAt||0)<=now)finishCampfireCooking(c.data,c.data.cooking.id);if(Number(c.data.expiresAt||0)<=now){c.data.expired=true;c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=w"
for,19-campfire-hunting-house-extensions.js,3097,"function updateLifeActivities(dt){updateShoreFishers(dt);world.activityAcc+=dt;if(world.activityAcc<.5)return;world.activityAcc=0;const now=Date.now();for(const c of [...world.campfires]){if(c.flame)c.flame.scale.y=.85+Math.sin(performance.now()*.009+c.data.x)*.18;if(c.data.cooking&&Number(c.data.cooking.endsAt||0)<=now)finishCampfireCooking(c.data,c.data.cooking.id);if(Number(c.data.expiresAt||0)<=now){c.data.expired=true;c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=w"
if,19-campfire-hunting-house-extensions.js,3098,for(const a of world.animals){if(!a.available&&a.respawnAt<=now){a.available=true;a.group.visible=true;}if(a.available){a.group.rotation.y+=Math.sin(performance.now()*.0005+a.x)*.004;}}
for,19-campfire-hunting-house-extensions.js,3098,for(const a of world.animals){if(!a.available&&a.respawnAt<=now){a.available=true;a.group.visible=true;}if(a.available){a.group.rotation.y+=Math.sin(performance.now()*.0005+a.x)*.004;}}
if,19-campfire-hunting-house-extensions.js,3099,if(Math.random()<.08&&state.campfires.length!==world.campfires.filter(c=>!c.data.remote).length){saveState();window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);}
for,20-world-build-cloud-houses.js,3109,"for(let i=-5;i<=5;i++){const part=box(2.1,.35,5,materials.wood,-12+i*2.15,.25,52);world.bridgeParts.push(part);registerPlatform(-12+i*2.15,52,2.1,5,.43,{bridgePart:i+5});}"
if,20-world-build-cloud-houses.js,3112,"for(let i=0;i<48;i++){const x=-92+(Math.random()-.5)*68,z=-52+(Math.random()-.5)*84;if(Math.abs(x+68)<10&&Math.abs(z-52)<12)continue;if(Math.abs(x+68)<11&&Math.abs(z+18)<11)continue;if(Math.abs(x+92)<14&&Math.abs(z+92)<13)continue;createTree(x,z,.75+Math.random()*.55,true);}"
for,20-world-build-cloud-houses.js,3112,"for(let i=0;i<48;i++){const x=-92+(Math.random()-.5)*68,z=-52+(Math.random()-.5)*84;if(Math.abs(x+68)<10&&Math.abs(z-52)<12)continue;if(Math.abs(x+68)<11&&Math.abs(z+18)<11)continue;if(Math.abs(x+92)<14&&Math.abs(z+92)<13)continue;createTree(x,z,.75+Math.random()*.55,true);}"
for,20-world-build-cloud-houses.js,3113,"for(let i=0;i<18;i++)createRock(-44+(Math.random()-.5)*60,-95+(Math.random()-.5)*54,.7+Math.random()*.6,true);"
for,20-world-build-cloud-houses.js,3114,"for(let i=0;i<80;i++)createFlower((Math.random()-.5)*190,(Math.random()-.5)*190,Math.random()>.5?0xff74c9:0xffdf55);"
for,20-world-build-cloud-houses.js,3127,"createFenceLine(-36,26,-14,26,9);createFenceLine(14,26,36,26,9);createFenceLine(-10,29,10,29,8);for(const p of [[-9,9],[9,9],[-33,8],[33,8],[-10,-7],[10,-7]])createLamp(p[0],p[1]);"
for,20-world-build-cloud-houses.js,3133,"createFenceLine(38,22,65,22,10);createFenceLine(65,22,65,43,8);for(let x=42;x<62;x+=4)for(let z=27;z<40;z+=4){box(2.8,.12,2.8,0x75451f,x,.06,z);box(.18,.55,.18,0x54c93e,x,.33,z);}"
for,20-world-build-cloud-houses.js,3148,"for(const p of [[12,1,-2],[-14,1,-8],[36,1,-15],[-45,1,18],[-63,1,-35],[78,1,15],[95,1,-20]])createCrystal(...p);"
for,20-world-build-cloud-houses.js,3156,"for(let i=0;i<34;i++){const a=i/34*Math.PI*2,r=118+Math.random()*10,x=Math.cos(a)*r,z=Math.sin(a)*r;box(12,12+Math.random()*16,12,0x6d7d8a,x,6,z);}"
if,20-world-build-cloud-houses.js,3160,const resource=world.resources.find(r=>r.id===id);if(!resource||resource.collected)return;
if,20-world-build-cloud-houses.js,3161,"const needed=resource.type==='wood'?'axe':'pickaxe';if(state.tools.equipped!==needed){toast(`Equipe ${needed==='axe'?'o machado':'a picareta'} em Ferramentas.`,'warn',1700);return;}"
if,20-world-build-cloud-houses.js,3163,"if(resource.hits<Number(resource.hitsNeeded||1)){toast(`${resource.type==='wood'?'Árvore':'Rocha'}: ${resource.hits}/${resource.hitsNeeded}`,'good',850);return;}"
if,20-world-build-cloud-houses.js,3170,"if(chest.opened){toast('Este baú já foi aberto.','warn');return;}"
if,20-world-build-cloud-houses.js,3173,"if(chest.secret)setFlag('secretChest');toast(chest.secret?'Baú secreto! +3 cristais e 100 moedas':'Baú aberto!','good',2200);evaluateMissions();saveState();"
if,20-world-build-cloud-houses.js,3179,const uid=window.OTTHOS_RTDB?.uid;if(!uid)return;
if,20-world-build-cloud-houses.js,3180,"for(const h of world.houses||[]){if(h.publicBuilding)continue;const cloud=cloudHouseRecord(h.id);if(cloud){state.houses[h.id]={...(state.houses[h.id]||{}),owned:cloud.ownerUid===uid,locked:!!cloud.locked,ownerUid:cloud.ownerUid,ownerName:cloud.ownerName||'Jogador',price:h.price};}}"
for,20-world-build-cloud-houses.js,3180,"for(const h of world.houses||[]){if(h.publicBuilding)continue;const cloud=cloudHouseRecord(h.id);if(cloud){state.houses[h.id]={...(state.houses[h.id]||{}),owned:cloud.ownerUid===uid,locked:!!cloud.locked,ownerUid:cloud.ownerUid,ownerName:cloud.ownerName||'Jogador',price:h.price};}}"
if,20-world-build-cloud-houses.js,3184,"if(!window.OTTHOS_RTDB?.connected?.()){toast('Conecte ao Firebase para comprar uma casa exclusiva.','warn',2600);return false;}"
if,20-world-build-cloud-houses.js,3186,"if(!result?.ok){toast(result?.ownerName?`Esta casa já pertence a ${result.ownerName}.`:'Não foi possível comprar a casa.','warn',2600);return false;}"
if,20-world-build-cloud-houses.js,3191,"if(house.publicBuilding){if(await confirmModal(house.name,'Deseja entrar?','Entrar','Cancelar'))enterHouse(house);return;}"
if,20-world-build-cloud-houses.js,3192,if(cloud&&!mine){
if,20-world-build-cloud-houses.js,3193,"if(cloud.locked){toast(`Casa trancada por ${cloud.ownerName||'outro jogador'}.`,'warn',2500);return;}"
if,20-world-build-cloud-houses.js,3194,"if(await confirmModal(house.name,`Casa de ${cloud.ownerName||'outro jogador'}. A porta está aberta. Deseja visitar?`,'Visitar','Cancelar'))enterHouse(house);return;"
if,20-world-build-cloud-houses.js,3196,if(!cloud&&!local.owned){
if,20-world-build-cloud-houses.js,3198,"$('[data-buy-house]',root).onclick=async()=>{if(state.profile.coins<house.price){toast('Moedas insuficientes.','warn');return;}const ok=await claimHouseOnline(house);if(!ok)return;addCoins(-house.price);setFlag('boughtHouse');awardMedal('Nova Propriedade');saveState(true);closeModal();handleHouseDoor(house);};"
if,20-world-build-cloud-houses.js,3202,"const owned=mine||local.owned;if(owned){const locked=cloud?!!cloud.locked:!!local.locked;openModal(house.name,`<p>Esta casa pertence a <b>${state.profile.name}</b>.</p><div class=""modal-actions""><button class=""btn primary"" data-enter>Entrar</button><button class=""btn"" data-lock>${locked?'Destrancar':'Trancar'}</button><button class=""btn"" data-cancel>Cancelar</button></div>`,root=>{"
if,20-world-build-cloud-houses.js,3203,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
else,20-world-build-cloud-houses.js,3203,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
if,20-world-build-cloud-houses.js,3209,"if(!house||!canEnterMobility(PLAYER_MODES.INTERIOR)){toast('Saia do transporte antes de entrar.','warn');return false;}"
if,20-world-build-cloud-houses.js,3212,if(house.exteriorGroup){house.exteriorGroup.visible=false;if(house.interiorGroup)house.interiorGroup.visible=true;for(const item of house.interiorObjects||[])if(item?.visible!==undefined)item.visible=true;}
for,20-world-build-cloud-houses.js,3212,if(house.exteriorGroup){house.exteriorGroup.visible=false;if(house.interiorGroup)house.interiorGroup.visible=true;for(const item of house.interiorObjects||[])if(item?.visible!==undefined)item.visible=true;}
else,20-world-build-cloud-houses.js,3213,else{house.roof.visible=false;house.front.visible=false;house.door.visible=false;}
for,20-world-build-cloud-houses.js,3214,for(const bus of world.buses)bus.group.visible=false;
for,20-world-build-cloud-houses.js,3215,for(const car of world.policeCars)car.group.visible=false;for(const truck of world.fireTrucks)truck.group.visible=false;for(const ambulance of world.ambulances)ambulance.group.visible=false;for(const fire of world.fires)fire.group.visible=false;
if,20-world-build-cloud-houses.js,3218,"if(house.id==='home')setFlag('enteredHome');toast(`Entrou: ${house.name}`,'good');updateContext(true);savePlayerPosition(true);return true;"
